Company Name,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company disclose its membership and involvement in trade associations engaged in climate issues?,Q12L3|Does the company have a process to manage climate-related risks?,Q13L3|Does the company disclose Scope 3 use of product emissions?,Q14L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q15L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q16L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q17L4|Does the company undertake climate scenario planning?,Q18L4|Does the company disclose an internal price of carbon?,Q19L4|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?
Steel Dynamics,United States of America,USA,Steel,No,medium,US8581191009,2849472,01/02/2021,18/02/2020,2,up,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Not applicable,No,No,No,No,No,No
Steel Dynamics,United States of America,USA,Steel,No,medium,US8581191009,2849472,01/02/2020,19/04/2019,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Stora Enso,Finland,FIN,Paper,No,medium,"FI0009005961, FI0009007611","5072673, 5594144",01/02/2021,05/03/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
Stora Enso,Finland,FIN,Paper,No,medium,"FI0009005961, FI0009007611","5072673, 5594144",01/02/2020,15/04/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,No
Subaru,Japan,JPN,Autos,No,large,JP3814800003,6356406,01/12/2020,31/03/2020,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
Subaru,Japan,JPN,Autos,No,large,JP3814800003,6356406,01/12/2019,23/04/2019,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
Sumitomo,Japan,JPN,Coal Mining,No,large,JP3404600003,6858946,01/10/2020,15/01/2020,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Sumitomo Chemical,Japan,JPN,Aluminium,No,medium,JP3401400001,6858560,01/02/2021,23/09/2019,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,Yes,Yes,No
Sumitomo Osaka Cement,Japan,JPN,Cement,No,medium,JP3400900001,6858548,01/02/2021,25/09/2019,2,up,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Not applicable,No,No,No,No,No,No
Sumitomo Osaka Cement,Japan,JPN,Cement,No,medium,JP3400900001,6858548,01/02/2020,27/10/2018,1,unchanged,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Suncor Energy,Canada,CAN,Oil & Gas,Yes,large,CA8672241079,B3NB1P2,01/10/2020,31/03/2020,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
Suncor Energy,Canada,CAN,Oil & Gas,Yes,large,CA8672241079,B3NB1P2,01/09/2019,01/03/2019,4STAR,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Suzano,Brazil,BRA,Paper,Yes,large,BRSUZBACNOR0,B02GKC7,01/10/2020,10/02/2020,2,unchanged,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Not applicable,No,No,No,No,No,No
Suzano,Brazil,BRA,Paper,Yes,large,BRSUZBACNOR0,B02GKC7,01/09/2019,22/02/2019,2,unchanged,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Not applicable,No,No,No,No,No,No
Suzuki,Japan,JPN,Autos,Yes,large,JP3397200001,6865504,01/10/2020,14/01/2020,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No
Suzuki,Japan,JPN,Autos,Yes,large,JP3397200001,6865504,01/09/2019,29/06/2018,1,unchanged,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No
Symrise,Germany,DEU,Chemicals,No,large,DE000SYM9999,B1JB4K8,01/02/2021,24/03/2020,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Not applicable,Yes,Yes,Yes,No,No,No
TATNEFT,Russia,RUS,Oil & Gas,No,large,"RU0009033591, RU0006944147, US8766292051","B59BXN2, B5B1TJ8, BYY37Q7",01/10/2020,24/10/2019,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TATNEFT,Russia,RUS,Oil & Gas,No,large,"RU0009033591, RU0006944147, US8766292051","B59BXN2, B5B1TJ8, BYY37Q7",01/09/2019,29/03/2019,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TC Energy,Canada,CAN,Oil & Gas Distribution,Yes,large,CA87807B1076,"BJMY6G0, BJMY6F9",01/10/2020,31/03/2020,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
TC Energy,Canada,CAN,Oil & Gas Distribution,Yes,large,CA87807B1076,"BJMY6G0, BJMY6F9",01/09/2019,14/02/2019,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/10/2020,31/03/2020,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,No
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/09/2019,28/06/2018,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes
Taiheiyo Cement,Japan,JPN,Cement,No,medium,JP3449020001,6660204,01/02/2021,02/03/2020,3,up,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Not applicable,Yes,No,No,No,No,No
Taiheiyo Cement,Japan,JPN,Cement,No,medium,JP3449020001,6660204,01/02/2020,25/03/2019,1,down,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Not applicable,Yes,No,No,No,No,No
Taiwan Cement,Taiwan,TWN,Cement,No,large,TW0001101004,6869937,01/02/2021,16/01/2020,3,up,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Not applicable,Yes,No,No,No,No,No
Taiwan Cement,Taiwan,TWN,Cement,No,large,TW0001101004,6869937,01/02/2020,06/02/2019,1,unchanged,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Not applicable,No,No,No,No,No,No
Targa Resources,United States of America,USA,Oil & Gas Distribution,No,medium,US87612G1013,B55PZY3,01/10/2020,21/03/2020,2,up,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Targa Resources,United States of America,USA,Oil & Gas Distribution,No,medium,US87612G1013,B55PZY3,01/09/2019,01/03/2019,0,new,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Tata Steel,India,IND,Steel,No,large,"INE081A01012, INE00BYW9529","6101156, BG02FM4",01/02/2021,14/12/2019,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
Tata Steel,India,IND,Steel,No,large,"INE081A01012, INE00BYW9529","6101156, BG02FM4",01/02/2020,19/04/2019,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
Teck Resources (Coal Mining),Canada,CAN,Coal Mining,Yes,medium,CA8787422044,"2879327, 2124533",01/10/2020,31/10/2019,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
Teck Resources (Diversified mining),Canada,CAN,Diversified Mining,Yes,medium,CA8787422044,"2879327, 2124533",01/10/2020,31/10/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
Teck Resources (Diversified mining),Canada,CAN,Diversified Mining,Yes,medium,CA8787422044,"2879327, 2124533",01/09/2019,28/08/2018,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,No
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/10/2020,04/12/2019,1,unchanged,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/09/2019,12/04/2019,1,unchanged,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Not applicable,No,No,No,No,No,No
Tenaris,Italy,ITA,Steel,No,large,LU0156801721,7538515,01/02/2021,27/08/2019,1,unchanged,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Tenaris,Italy,ITA,Steel,No,large,LU0156801721,7538515,01/02/2020,25/04/2019,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Terna,Italy,ITA,Electricity Utilities,No,medium,IT0003242622,B01BN57,01/10/2020,15/07/2019,4STAR,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes
Terna,Italy,ITA,Electricity Utilities,No,medium,IT0003242622,B01BN57,01/09/2019,29/03/2019,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
Tesla,United States of America,USA,Autos,No,large,US88160R1014,B616C79,01/12/2020,19/08/2019,1,unchanged,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Tesla,United States of America,USA,Autos,No,large,US88160R1014,B616C79,01/12/2019,01/10/2018,1,up,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
ThyssenKrupp,Germany,DEU,Steel,Yes,large,DE0007500001,5636927,01/10/2020,28/01/2020,3,down,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,No,Yes,No
ThyssenKrupp,Germany,DEU,Steel,Yes,large,DE0007500001,5636927,01/09/2019,25/03/2019,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,No,Yes,No
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/10/2020,19/03/2020,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes,No
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/09/2019,27/06/2018,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes,No
Tokushu Tokai Paper,Japan,JPN,Paper,No,small,JP3624900001,B1TK212,01/02/2021,31/03/2020,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Toray Industries,Japan,JPN,Chemicals,Yes,large,JP3621000003,6897143,01/10/2020,22/02/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
Toray Industries,Japan,JPN,Chemicals,Yes,large,JP3621000003,6897143,01/09/2019,26/06/2018,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes,No
TotalEnergies,France,FRA,Oil & Gas,Yes,large,FR0000120271,"B15C557, B128WJ1",01/10/2020,31/03/2020,4STAR,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
TotalEnergies,France,FRA,Oil & Gas,Yes,large,FR0000120271,"B15C557, B128WJ1",01/09/2019,20/03/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
Toyota,Japan,JPN,Autos,Yes,large,JP3633400001,"6900643, 0851435",01/10/2020,05/03/2020,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
Toyota,Japan,JPN,Autos,Yes,large,JP3633400001,"6900643, 0851435",01/09/2019,25/06/2018,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
Trane Technologies,United States of America,USA,Other Industrials,Yes,large,IE00BK9ZQ967,BK9ZQ96,01/10/2020,17/12/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No,No
Trane Technologies,United States of America,USA,Other Industrials,Yes,large,IE00BK9ZQ967,BK9ZQ96,01/09/2019,07/06/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,No,No
Turkish Airlines,Turkey,TUR,Airlines,No,medium,TRATHYAO91M5,B03MYK0,01/12/2020,31/03/2020,3,up,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Not applicable,Yes,No,No,No,No,No
Turkish Airlines,Turkey,TUR,Airlines,No,medium,TRATHYAO91M5,B03MYK0,01/12/2019,15/11/2018,2,up,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
U-Ming,Taiwan,TWN,Shipping,No,medium,TW0002606001,6911377,01/12/2020,12/03/2020,1,down,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Not applicable,Yes,No,No,No,No,No
U-Ming,Taiwan,TWN,Shipping,No,medium,TW0002606001,6911377,01/12/2019,30/01/2019,2,new,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Not applicable,No,No,No,No,No,No
UACJ,Japan,JPN,Aluminium,No,small,JP3826900007,B0N9WZ2,01/02/2021,12/03/2020,2,unchanged,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
UACJ,Japan,JPN,Aluminium,No,small,JP3826900007,B0N9WZ2,01/02/2020,01/04/2019,2,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Not applicable,No,No,No,No,No,No
UPM-Kymmene,Finland,FIN,Paper,No,large,FI0009005987,5051252,01/02/2021,31/03/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,Yes,Yes,No
UPM-Kymmene,Finland,FIN,Paper,No,large,FI0009005987,5051252,01/02/2020,20/04/2019,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,Yes,Yes,Yes
UltraTech Cement,India,IND,Cement,Yes,large,INE481G01011,B01GZF6,01/02/2021,13/03/2020,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,No
UltraTech Cement,India,IND,Cement,Yes,large,INE481G01011,B01GZF6,01/02/2021,12/02/2019,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,No
Umicore,Belgium,BEL,Chemicals,No,medium,BE0974320526,BF44466,01/02/2021,26/07/2019,2,new,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Not applicable,No,No,No,No,No,No
Unilever,Netherlands,NLD,Consumer Goods,Yes,large,not found,not found,01/10/2020,31/03/2020,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,No
Unilever,Netherlands,NLD,Consumer Goods,Yes,large,not found,not found,01/09/2019,11/03/2019,4STAR,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes
Uniper,Germany,DEU,Electricity Utilities,Yes,medium,DE000UNSE018,BZ6CZ43,01/10/2020,27/03/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,No,Yes,Yes,No
Uniper,Germany,DEU,Electricity Utilities,Yes,medium,DE000UNSE018,BZ6CZ43,01/09/2019,31/10/2018,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,No,Yes,No,No
United Continental,United States of America,USA,Airlines,Yes,medium,US9100471096,B4QG225,01/10/2020,13/03/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,No
United Continental,United States of America,USA,Airlines,Yes,medium,US9100471096,B4QG225,01/09/2019,28/02/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,No
United States Steel,United States of America,USA,Steel,No,small,US9129091081,2824770,01/02/2021,19/03/2020,2,up,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Not applicable,Yes,No,No,No,No,No
United States Steel,United States of America,USA,Steel,No,small,US9129091081,2824770,01/02/2020,15/04/2019,1,down,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,Yes,No
United Tractors,Indonesia,IDN,Other Industrials,Yes,large,ID1000058407,6230845,01/10/2020,24/02/2020,2,unchanged,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United Tractors,Indonesia,IDN,Other Industrials,Yes,large,ID1000058407,6230845,01/09/2019,26/03/2019,2,unchanged,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Vale (Coal Mining),Brazil,BRA,Coal Mining,Yes,large,"BRVALEACNOR0, US91912E1055, US91912E2046, BRVALEACNPA3","2196286, 2857334, 2933900, 2257127",01/10/2020,20/08/2019,4STAR,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Vale (Coal Mining),Brazil,BRA,Coal Mining,Yes,large,"BRVALEACNOR0, US91912E1055, US91912E2046, BRVALEACNPA3","2196286, 2857334, 2933900, 2257127",01/09/2019,21/09/2018,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
Vale (Diversified mining),Brazil,BRA,Diversified Mining,Yes,large,"BRVALEACNOR0, US91912E1055, US91912E2046, BRVALEACNPA3","2196286, 2857334, 2933900, 2257127",01/10/2020,20/08/2019,4STAR,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Valero Energy,United States of America,USA,Oil & Gas,Yes,large,US91913Y1001,2041364,01/10/2020,31/03/2020,2,unchanged,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Valero Energy,United States of America,USA,Oil & Gas,Yes,large,US91913Y1001,2041364,01/09/2019,28/02/2019,2,unchanged,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Vectren,United States of America,USA,Electricity Utilities,No,small,US92240G1013,2572949,01/09/2019,21/09/2018,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Not applicable,Yes,No,No,No,No,No
Vedanta (Aluminium),India,IND,Aluminium,Yes,large,INE205A01025,6136040,01/10/2020,03/01/2020,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Not applicable,Yes,Yes,No,No,No,No
Vedanta (Aluminium),India,IND,Aluminium,Yes,large,INE205A01025,6136040,01/09/2019,31/07/2018,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Not applicable,No,Yes,Yes,No,No,No
Vedanta (Diversified mining),India,IND,Diversified Mining,Yes,large,INE205A01025,6136040,01/10/2020,03/01/2020,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Not applicable,Yes,Yes,No,No,No,No
Vedanta (Diversified mining),India,IND,Diversified Mining,Yes,large,INE205A01025,6136040,01/09/2019,31/07/2018,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Not applicable,No,Yes,Yes,No,No,No
Vistra Energy,United States of America,USA,Electricity Utilities,Yes,medium,US92840M1027,BZ8VJQ8,01/10/2020,11/03/2020,2,unchanged,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Vistra Energy,United States of America,USA,Electricity Utilities,Yes,medium,US92840M1027,BZ8VJQ8,01/09/2019,28/02/2019,2,up,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No
Voestalpine,Austria,AUT,Steel,No,medium,AT0000937503,4943402,01/02/2021,04/03/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
Voestalpine,Austria,AUT,Steel,No,medium,AT0000937503,4943402,01/02/2020,27/04/2019,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,No,Yes,No
Volkswagen,Germany,DEU,Autos,Yes,large,"DE0007664005, DE0007664039","5497102, 5497168",01/10/2020,07/11/2019,3,down,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
Volkswagen,Germany,DEU,Autos,Yes,large,"DE0007664005, DE0007664039","5497102, 5497168",01/09/2019,31/10/2018,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
Volvo,Sweden,SWE,Other Industrials,Yes,large,"SE0000115446, SE0000115420","B1QH830, B1QH7Y4",01/10/2020,27/02/2020,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
Volvo,Sweden,SWE,Other Industrials,Yes,large,"SE0000115446, SE0000115420","B1QH830, B1QH7Y4",01/09/2019,14/03/2019,3,up,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No
WEC Energy Group,United States of America,USA,Electricity Utilities,Yes,large,US92939U1060,BYY8XK8,01/10/2020,15/01/2020,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not applicable,Yes,No,No,Yes,Yes,No
WEC Energy Group,United States of America,USA,Electricity Utilities,Yes,large,US92939U1060,BYY8XK8,01/09/2019,26/02/2019,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Not applicable,Yes,No,No,Yes,No,No
Walmart,United States of America,USA,Services,Yes,large,US9311421039,2936921,01/10/2020,12/03/2020,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,No,Yes,No,No
Walmart,United States of America,USA,Services,Yes,large,US9311421039,2936921,01/09/2019,28/03/2019,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,No,Yes,No,No
Wan Hai,Taiwan,TWN,Shipping,No,medium,TW0002615002,6932334,01/12/2020,21/01/2020,3,up,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Not applicable,Yes,No,No,No,No,No
Wan Hai,Taiwan,TWN,Shipping,No,medium,TW0002615002,6932334,01/12/2019,15/04/2019,2,new,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Not applicable,No,No,No,No,No,No
Washington H. Soul Pattinson,Australia,AUS,Coal Mining,No,medium,AU000000SOL3,6821807,01/10/2020,14/12/2019,2,up,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
Washington H. Soul Pattinson,Australia,AUS,Coal Mining,No,medium,AU000000SOL3,6821807,01/09/2019,23/10/2018,0,new,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Wesfarmers,Australia,AUS,Services,No,large,"AU000000WES1, AU00000WESN9","6948836, B291502",01/10/2020,19/02/2020,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,Yes,No,No,No,Yes,No
Wesfarmers,Australia,AUS,Services,No,large,"AU000000WES1, AU00000WESN9","6948836, B291502",01/09/2019,17/09/2018,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes,Yes
Weyerhaeuser,United States of America,USA,Services,Yes,medium,US9621661043,2958936,01/10/2020,31/03/2020,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Not applicable,Yes,No,No,No,No,Yes
